SA2_MAINCODE_2011,SA2_NAME_2011,SUA_CODE_2011,SUA_NAME_2011,AREA_ALBERS_SQKM
401021008,Mount Barker Region,4000,Not in any Significant Urban Area (SA),395.6659813513
401021009,Nairne,4001,Adelaide,24.8564840074
401021010,Uraidla - Summertown,4001,Adelaide,119.1871854545
401031011,Burnside - Wattle Park,4001,Adelaide,11.3047846065
401031012,Glenside - Beaumont,4001,Adelaide,9.5262916413
401031013,Toorak Gardens,4001,Adelaide,6.6873679128
401041014,Athelstone,4001,Adelaide,6.2046122209
401041015,Paradise - Newton,4001,Adelaide,9.2260263489
401041016,Rostrevor - Magill,4001,Adelaide,9.9383295781
401051017,Norwood (SA),4001,Adelaide,3.8927364181
401051018,Payneham - Felixstow,4001,Adelaide,5.2282589642
401051019,St Peters - Marden,4001,Adelaide,5.9821573921
401061020,Nailsworth - Broadview,4001,Adelaide,2.3161761586
401061021,Prospect,4001,Adelaide,5.4756401564
401061022,Walkerville,4001,Adelaide,3.5298422001
401071023,Goodwood - Millswood,4001,Adelaide,7.1980527690
401071024,Unley - Parkside,4001,Adelaide,7.0727549508
402011025,Gawler - North,4001,Adelaide,145.4973881666
402011026,Gawler - South,4001,Adelaide,76.6980110648
402011027,Lewiston - Two Wells,4000,Not in any Significant Urban Area (SA),84.5745213229
402021028,Craigmore - Blakeview,4001,Adelaide,11.8842555819
402021029,Davoren Park,4001,Adelaide,9.4647791900
402021030,Elizabeth,4001,Adelaide,9.2602877712
402021031,Elizabeth East,4001,Adelaide,8.1640760701
402021032,Munno Para West - Angle Vale,4001,Adelaide,44.3563300529
402021033,One Tree Hill,4000,Not in any Significant Urban Area (SA),130.1663682534
402021034,Smithfield - Elizabeth North,4001,Adelaide,7.9862914433
402021035,Virginia - Waterloo Corner,4000,Not in any Significant Urban Area (SA),135.0727671953
402031036,Enfield - Blair Athol,4001,Adelaide,15.1763270445
402031037,Northgate - Oakden - Gilles Plains,4001,Adelaide,11.2340805027
402031038,Windsor Gardens,4001,Adelaide,8.4297620215
402041039,Dry Creek - North,4001,Adelaide,36.8558945901
402041040,Ingle Farm,4001,Adelaide,7.4204097972
402041041,Para Hills,4001,Adelaide,10.1740673855
402041042,Parafield,4001,Adelaide,4.6289110281
402041043,Parafield Gardens,4001,Adelaide,7.0273250423
402041044,Paralowie,4001,Adelaide,8.3249180236
402041045,Pooraka,4001,Adelaide,17.1947091505
402041046,Salisbury,4001,Adelaide,10.7691840046
402041047,Salisbury East,4001,Adelaide,14.8508228022
402041048,Salisbury North,4001,Adelaide,31.3015044267
402051049,Golden Grove,4001,Adelaide,26.6143307756
402051050,Greenwith,4001,Adelaide,6.0373173801
402051051,Highbury - Dernancourt,4001,Adelaide,12.0006955664
402051052,Hope Valley - Modbury,4001,Adelaide,10.3116404511
402051053,Modbury Heights,4001,Adelaide,9.9088776298
402051054,Redwood Park,4001,Adelaide,14.1399973298
402051055,St Agnes - Ridgehaven,4001,Adelaide,12.2989436323
403011056,Brighton (SA),4001,Adelaide,5.9170211688
403011057,Glenelg (SA),4001,Adelaide,7.2233713385
403021058,Edwardstown,4001,Adelaide,5.5372484267
403021059,Hallett Cove,4001,Adelaide,9.2755968458
403021060,Marino - Seaview Downs,4001,Adelaide,12.2121181168
403021061,Mitchell Park,4001,Adelaide,7.5688391040
403021062,Morphettville,4001,Adelaide,6.1995427403
403021063,Sheidow Park - Trott Park,4001,Adelaide,9.3896754648
403021064,Warradale,4001,Adelaide,6.0138209600
403031065,Belair,4001,Adelaide,24.7761068494
403031066,Bellevue Heights,4001,Adelaide,8.7154464626
403031067,Blackwood,4001,Adelaide,16.9277558219
403031068,Colonel Light Gardens,4001,Adelaide,6.7618193310
403031069,Mitcham (SA),4001,Adelaide,11.4474215316
403031070,Panorama,4001,Adelaide,5.7423729919
403041071,Aberfoyle Park,4001,Adelaide,13.8430371844
403041072,Aldinga,4001,Adelaide,35.3300386828
403041073,Christie Downs,4001,Adelaide,8.5728655289
403041074,Christies Beach,4001,Adelaide,7.2158252220
403041075,Clarendon,4000,Not in any Significant Urban Area (SA),123.3730786575
403041076,Coromandel Valley,4001,Adelaide,4.4153426343
403041077,Flagstaff Hill,4001,Adelaide,9.7522585049
403041078,Hackham - Onkaparinga Hills,4001,Adelaide,23.6431954729
403041079,Hackham West - Huntfield Heights,4001,Adelaide,4.3733638975
403041080,Happy Valley,4001,Adelaide,10.1699101159
403041081,Happy Valley Reservoir,4001,Adelaide,6.5088853389
403041082,Lonsdale,4001,Adelaide,9.8400043372
403041083,McLaren Vale,4001,Adelaide,119.5747518838
403041084,Morphett Vale - East,4001,Adelaide,7.6842469816
403041085,Morphett Vale - West,4001,Adelaide,5.0771666196
403041086,Reynella,4001,Adelaide,7.7048197722
403041087,Seaford (SA),4001,Adelaide,23.5763305814
403041088,Willunga,4001,Adelaide,85.1867075340
403041089,Woodcroft,4001,Adelaide,13.5275864303
404011090,Beverley,4001,Adelaide,4.2197169580
404011091,Flinders Park,4001,Adelaide,6.3839386595
404011092,Henley Beach,4001,Adelaide,5.9561963593
404011093,Hindmarsh - Brompton,4001,Adelaide,7.8965801212
404011094,Royal Park - Hendon - Albert Park,4001,Adelaide,3.2460680004
404011095,Seaton - Grange,4001,Adelaide,8.2531624063
404011096,West Lakes,4001,Adelaide,8.5523801198
404011097,Woodville - Cheltenham,4001,Adelaide,8.8119372666
404021098,Dry Creek - South,4001,Adelaide,6.1447583999
404021099,Largs Bay - Semaphore,4001,Adelaide,6.7229362910
404021100,North Haven,4001,Adelaide,14.8434066334
404021101,Port Adelaide,4001,Adelaide,12.9723098801
404021102,The Parks,4001,Adelaide,18.2547151394
404021103,Torrens Island,4001,Adelaide,8.8252996571
404031104,Adelaide Airport,4001,Adelaide,7.2950073347
404031105,Fulham,4001,Adelaide,1.3210718806
404031106,Lockleys,4001,Adelaide,5.7020765811
404031107,Plympton,4001,Adelaide,10.6972645567
404031108,Richmond (SA),4001,Adelaide,8.9255748771
404031109,West Beach,4001,Adelaide,4.4582776156
405011110,Barossa - Angaston,4000,Not in any Significant Urban Area (SA),633.8619789270
405011111,Light,4000,Not in any Significant Urban Area (SA),1111.6718628320
405011112,Lyndoch,4000,Not in any Significant Urban Area (SA),175.7803668995
405011113,Mallala,4000,Not in any Significant Urban Area (SA),847.8443117741
405011114,Nuriootpa,4000,Not in any Significant Urban Area (SA),50.6406071508
405011115,Tanunda,4000,Not in any Significant Urban Area (SA),17.3326003479
405021116,Clare,4000,Not in any Significant Urban Area (SA),74.2026723775
405021117,Gilbert Valley,4000,Not in any Significant Urban Area (SA),1675.3590944574
405021118,Goyder,4000,Not in any Significant Urban Area (SA),6749.0283658129
405021119,Wakefield - Barunga West,4000,Not in any Significant Urban Area (SA),5231.2434413606
405031120,Jamestown,4000,Not in any Significant Urban Area (SA),3107.0367142437
405031121,Peterborough - Mount Remarkable,4000,Not in any Significant Urban Area (SA),9643.7595843818
405031122,Port Pirie,4006,Port Pirie,75.2927337256
405031123,Port Pirie Region,4000,Not in any Significant Urban Area (SA),1583.2658781323
405041124,Kadina,4000,Not in any Significant Urban Area (SA),394.1203508860
405041125,Moonta,4000,Not in any Significant Urban Area (SA),271.9202156803
405041126,Wallaroo,4000,Not in any Significant Urban Area (SA),146.5309334713
405041127,Yorke Peninsula - North,4000,Not in any Significant Urban Area (SA),3654.3798963847
405041128,Yorke Peninsula - South,4000,Not in any Significant Urban Area (SA),2273.7327012634
406011129,Ceduna,4000,Not in any Significant Urban Area (SA),413.3372846946
406011130,Eyre Peninsula,4000,Not in any Significant Urban Area (SA),7228.1368439549
406011131,Kimba - Cleve - Franklin Harbour,4000,Not in any Significant Urban Area (SA),13728.3249008765
406011132,Le Hunte - Elliston,4000,Not in any Significant Urban Area (SA),11443.0107213026
406011133,Port Lincoln,4005,Port Lincoln,136.2828355927
406011134,West Coast (SA),4000,Not in any Significant Urban Area (SA),31020.8775336018
406011135,Western,4000,Not in any Significant Urban Area (SA),168690.3154862590
406011136,Whyalla,4008,Whyalla,40.8717488746
406011137,Whyalla - North,4008,Whyalla,80.4486808993
406021138,APY Lands,4000,Not in any Significant Urban Area (SA),102331.5129255310
406021139,Coober Pedy,4000,Not in any Significant Urban Area (SA),77.6798663300
406021140,Flinders Ranges,4000,Not in any Significant Urban Area (SA),22511.8711163021
406021141,Outback,4000,Not in any Significant Urban Area (SA),519519.9514903780
406021142,Port Augusta,4004,Port Augusta,249.2986309511
406021143,Roxby Downs,4000,Not in any Significant Urban Area (SA),281.2009905091
407011144,Goolwa - Port Elliot,4007,Victor Harbor - Goolwa,180.5558631255
407011145,Kangaroo Island,4000,Not in any Significant Urban Area (SA),4400.7309404134
407011146,Strathalbyn,4000,Not in any Significant Urban Area (SA),155.7862987463
407011147,Strathalbyn Region,4000,Not in any Significant Urban Area (SA),1518.5578811173
407011148,Victor Harbor,4007,Victor Harbor - Goolwa,128.2604005262
407011149,Yankalilla,4000,Not in any Significant Urban Area (SA),980.0089755210
407021150,Grant,4000,Not in any Significant Urban Area (SA),1691.1210692372
407021151,Kingston - Robe,4000,Not in any Significant Urban Area (SA),4431.3945754198
407021152,Millicent,4000,Not in any Significant Urban Area (SA),177.4314442746
407021153,Mount Gambier,4002,Mount Gambier,193.2880818329
407021154,Naracoorte,4000,Not in any Significant Urban Area (SA),115.2302948164
407021155,Naracoorte Region,4000,Not in any Significant Urban Area (SA),4404.8969310149
407021156,Penola,4000,Not in any Significant Urban Area (SA),1514.5098293251
407021157,Tatiara,4000,Not in any Significant Urban Area (SA),6527.2018772021
407021158,Wattle Range,4000,Not in any Significant Urban Area (SA),2281.8915315194
407031159,Barmera,4000,Not in any Significant Urban Area (SA),590.6892175059
407031160,Berri,4000,Not in any Significant Urban Area (SA),12.0822851151
407031161,Karoonda - Lameroo,4000,Not in any Significant Urban Area (SA),10548.6428107882
407031162,Loxton,4000,Not in any Significant Urban Area (SA),146.0891179325
407031163,Loxton Region,4000,Not in any Significant Urban Area (SA),4790.3887345811
407031164,Mannum,4000,Not in any Significant Urban Area (SA),3287.9005433954
407031165,Murray Bridge,4003,Murray Bridge,97.5452911588
407031166,Murray Bridge Region,4000,Not in any Significant Urban Area (SA),1924.5344373296
407031167,Renmark,4000,Not in any Significant Urban Area (SA),14.6556785260
407031168,Renmark Region,4000,Not in any Significant Urban Area (SA),901.2094971764
407031169,The Coorong,4000,Not in any Significant Urban Area (SA),8643.9885748109
407031170,Waikerie,4000,Not in any Significant Urban Area (SA),5792.9677052709
497979799,Migratory - Offshore - Shipping (SA),4000,Not in any Significant Urban Area (SA),
499999499,No usual address (SA),4000,Not in any Significant Urban Area (SA),
501011001,Augusta,5000,Not in any Significant Urban Area (WA),2106.6380989127
501011002,Busselton,5004,Busselton,196.2297145408
501011003,Busselton Region,5004,Busselton,1227.0328446465
501011004,Margaret River,5000,Not in any Significant Urban Area (WA),134.4282168498
501021005,Australind - Leschenault,5003,Bunbury,67.3244209923
501021006,Bunbury,5003,Bunbury,19.2742073289
501021007,Capel,5000,Not in any Significant Urban Area (WA),506.9737759522
501021008,College Grove - Carey Park,5003,Bunbury,9.7134890608
501021009,Collie,5000,Not in any Significant Urban Area (WA),1710.0232787178
501021010,Dardanup,5000,Not in any Significant Urban Area (WA),517.1923112529
501021011,Davenport,5003,Bunbury,11.7044299951
501021012,Eaton - Pelican Point,5003,Bunbury,9.9648283847
501021013,Gelorup - Dalyellup - Stratham,5003,Bunbury,81.5848713361
501021014,Harvey,5000,Not in any Significant Urban Area (WA),1660.8873913157
501021015,Koombana,5003,Bunbury,22.9687251101
501021016,Waroona,5000,Not in any Significant Urban Area (WA),831.8468674600
501031017,Bridgetown - Boyup Brook,5000,Not in any Significant Urban Area (WA),4165.8845673442
501031018,Donnybrook - Balingup,5000,Not in any Significant Urban Area (WA),1559.9745348341
501031019,Manjimup,5000,Not in any Significant Urban Area (WA),323.8225614604
501031020,Pemberton,5000,Not in any Significant Urban Area (WA),9636.9894067346
502011021,Dawesville - Bouvard,5009,Perth,97.9252457075
502011022,Falcon - Wannanup,5009,Perth,9.3668376609
502011023,Greenfields,5009,Perth,10.0283784000
502011024,Halls Head - Erskine,5009,Perth,13.8240447109
502011025,Mandurah,5009,Perth,8.3948642347
502011026,Mandurah - East,5009,Perth,40.0616529727
502011027,Mandurah - North,5009,Perth,31.8413085508
502011028,Mandurah - South,5009,Perth,11.6717873656
502011029,Pinjarra,5009,Perth,808.8207524811
503011030,City Beach,5009,Perth,9.8073576450
503011031,Claremont (WA),5009,Perth,3.8717664477
503011032,Cottesloe,5009,Perth,3.7508350631
503011033,Floreat,5009,Perth,4.4195655542
503011034,Mosman Park - Peppermint Grove,5009,Perth,5.4149848458
503011035,Nedlands - Dalkeith - Crawley,5009,Perth,9.7504873213
503011036,Swanbourne - Mount Claremont,5009,Perth,11.7010415602
503021037,Kings Park (WA),5009,Perth,4.1819269811
503021038,Mount Hawthorn - Leederville,5009,Perth,3.8979520966
503021039,Mount Lawley - Inglewood,5009,Perth,7.0812378915
503021040,North Perth,5009,Perth,3.0899756782
503021041,Perth City,5009,Perth,10.9166787287
503021042,Subiaco - Shenton Park,5009,Perth,7.7956796970
503021043,Wembley - West Leederville - Glendalough,5009,Perth,6.5602883641
504011044,Bassendean - Eden Hill - Ashfield,5009,Perth,10.3445015956
504011045,Bayswater - Embleton - Bedford,5009,Perth,13.8108723433
504011046,Maylands,5009,Perth,5.0167488513
504011047,Morley,5009,Perth,10.5546846802
504011048,Noranda,5009,Perth,4.9413077228
504021049,Chidlow,5000,Not in any Significant Urban Area (WA),167.6796517582
504021050,Glen Forrest - Darlington,5009,Perth,56.7672679275
504021051,Helena Valley - Koongamia,5009,Perth,8.8142911175
504021052,Malmalling - Reservoir,5000,Not in any Significant Urban Area (WA),318.3851079496
504021053,Mundaring,5009,Perth,118.7240271385
504021054,Swan View - Greenmount - Midvale,5009,Perth,15.1327073518
504031055,Avon Valley National Park,5000,Not in any Significant Urban Area (WA),74.9605565245
504031056,Ballajura,5009,Perth,23.8169173544
504031057,Beechboro,5009,Perth,47.0982962355
504031058,Bullsbrook,5000,Not in any Significant Urban Area (WA),253.9018829699
504031059,Ellenbrook,5005,Ellenbrook,37.7748669729
504031060,Gidgegannup,5000,Not in any Significant Urban Area (WA),304.8885002163
504031061,Hazelmere - South Guildford,5009,Perth,17.0276126904
504031062,Lockridge - Kiara,5009,Perth,14.6336427253
504031063,Malaga,5009,Perth,6.4045031566
504031064,Melaleuca - Lexia,5000,Not in any Significant Urban Area (WA),99.6305523928
504031065,Middle Swan - Herne Hill,5009,Perth,32.1552319889
504031066,Midland - Guildford,5009,Perth,11.7054531842
504031067,Stratton - Jane Brook,5009,Perth,23.7186608232
504031068,The Vines,5005,Ellenbrook,66.7611400531
504031069,Walyunga National Park,5000,Not in any Significant Urban Area (WA),17.9532964501
505011070,Craigie - Beldon,5009,Perth,7.1314387671
505011071,Currambine - Kinross,5009,Perth,5.9592797926
505011072,Duncraig,5009,Perth,7.6480853080
505011073,Greenwood - Warwick,5009,Perth,8.5646374394
505011074,Heathridge - Connolly,5009,Perth,6.6261205090
505011075,Hillarys,5009,Perth,6.2522238371
505011076,Iluka - Burns Beach,5009,Perth,5.8342317473
505011077,Joondalup - Edgewater,5009,Perth,15.6224429253
505011078,Kingsley,5009,Perth,7.8540075866
505011079,Mullaloo - Kallaroo,5009,Perth,5.8877884092
505011080,Ocean Reef,5009,Perth,5.2649684739
505011081,Padbury,5009,Perth,6.0352176751
505011082,Sorrento - Marmion,5009,Perth,4.5944268818
505011083,Woodvale,5009,Perth,7.1953698948
505021084,Balcatta - Hamersley,5009,Perth,10.3611558451
505021085,Balga - Mirrabooka,5009,Perth,9.4484479277
505021086,Dianella,5009,Perth,11.4940778165
505021087,Herdsman,5009,Perth,3.1133358874
505021088,Innaloo - Doubleview,5009,Perth,5.6086372244
505021089,Karrinyup - Gwelup - Carine,5009,Perth,14.0886603375
505021090,Nollamara - Westminster,5009,Perth,6.0391902420
505021091,Osborne Park Industrial,5009,Perth,3.4453254062
505021092,Scarborough,5009,Perth,4.9705494428
505021093,Stirling - Osborne Park,5009,Perth,6.4973627248
505021094,Trigg - North Beach - Watermans Bay,5009,Perth,5.7556284657
505021095,Tuart Hill - Joondanna,5009,Perth,3.6307159613
505021096,Wembley Downs - Churchlands - Woodlands,5009,Perth,8.0215984139
505021097,Yokine - Coolbinia - Menora,5009,Perth,6.8502456778
505031098,Alexander Heights - Koondoola,5009,Perth,6.7015354388
505031099,Butler - Merriwa - Ridgewood,5009,Perth,9.5988353182
505031100,Carramar,5009,Perth,30.0069708463
505031101,Clarkson,5009,Perth,10.7641649536
505031102,Girrawheen,5009,Perth,4.0930155578
505031103,Madeley - Darch - Landsdale,5009,Perth,20.3526467410
505031104,Marangaroo,5009,Perth,4.7933325179
505031105,Mindarie - Quinns Rocks - Jindalee,5009,Perth,12.6431045779
505031106,Neerabup National Park,5009,Perth,17.8631138480
505031107,Tapping - Ashby - Sinagra,5009,Perth,47.8120372848
505031108,Wanneroo,5009,Perth,41.6734542238
505031109,Yanchep,5000,Not in any Significant Urban Area (WA),477.8914989040
506011110,Armadale - Wungong - Brookdale,5009,Perth,25.3927688048
506011111,Ashendon - Lesley,5000,Not in any Significant Urban Area (WA),326.6217953485
506011112,Camillo - Champion Lakes,5009,Perth,8.2413969596
506011113,Forrestdale - Harrisdale - Piara Waters,5009,Perth,44.2015942370
506011114,Kelmscott,5009,Perth,15.0059338807
506011115,Mount Nasura - Mount Richon - Bedfordale,5009,Perth,61.0769381571
506011116,Roleystone,5009,Perth,74.8094929750
506011117,Seville Grove,5009,Perth,4.5660241340
506021118,Belmont - Ascot - Redcliffe,5009,Perth,10.8005621341
506021119,East Victoria Park - Carlisle,5009,Perth,6.2715993505
506021120,Kewdale Commercial,5009,Perth,4.7809003139
506021121,Perth Airport,5009,Perth,20.3980038847
506021122,Rivervale - Kewdale - Cloverdale,5009,Perth,10.2082811401
506021123,Victoria Park - Lathlain - Burswood,5009,Perth,7.5644388880
506031124,Bentley - Wilson - St James,5009,Perth,11.1358854459
506031125,Canning Vale - West,5009,Perth,8.7408212098
506031126,Canning Vale Commercial,5009,Perth,6.6319637645
506031127,Cannington - Queens Park,5009,Perth,9.5376709778
506031128,Parkwood - Ferndale - Lynwood,5009,Perth,8.6465604244
506031129,Riverton - Shelley - Rossmoyne,5009,Perth,6.4183366042
506031130,Welshpool,5009,Perth,8.3212530772
506031131,Willetton,5009,Perth,8.7615670914
506041132,Beckenham - Kenwick - Langford,5009,Perth,18.9340850559
506041133,Canning Vale - East,5009,Perth,9.9273247834
506041134,Gosnells,5009,Perth,15.4723519482
506041135,Huntingdale - Southern River,5009,Perth,17.9725401547
506041136,Maddington - Orange Grove - Martin,5009,Perth,53.2863360791
506041137,Thornlie,5009,Perth,11.6064717518
506051138,Forrestfield - Wattle Grove,5009,Perth,26.8939211116
506051139,High Wycombe,5009,Perth,8.6986453512
506051140,Kalamunda - Maida Vale - Gooseberry Hill,5009,Perth,28.1216190270
506051141,Lesmurdie - Bickley - Carmel,5009,Perth,219.9910958335
506061142,Byford,5009,Perth,29.3982333675
506061143,Mundijong,5000,Not in any Significant Urban Area (WA),286.5682352321
506061144,Serpentine - Jarrahdale,5000,Not in any Significant Urban Area (WA),591.6700461549
506071145,Como,5009,Perth,6.3877580838
506071146,Manning - Waterford,5009,Perth,6.1639469413
506071147,South Perth - Kensington,5009,Perth,7.7566742217
507011148,Banjup,5009,Perth,29.7030667664
507011149,Beeliar,5009,Perth,12.3187701290
507011150,Bibra Industrial,5009,Perth,6.5456051418
507011151,Bibra Lake,5009,Perth,4.1705736248
507011152,Coogee,5009,Perth,10.4144990318
507011153,Coolbellup,5009,Perth,4.5198463873
507011154,Hamilton Hill,5009,Perth,6.6151531248
507011155,Henderson,5009,Perth,8.7394214357
507011156,Jandakot,5009,Perth,8.2485482770
507011157,Jandakot Airport,5009,Perth,7.4950172364
507011158,North Coogee,5009,Perth,2.7590689960
507011159,South Lake - Cockburn Central,5009,Perth,8.8958048525
507011160,Spearwood,5009,Perth,6.5422278611
507011161,Success - Hammond Park,5009,Perth,8.8620533159
507011162,Wattleup,5009,Perth,16.3971747308
507011163,Yangebup,5009,Perth,6.0198099141
507021164,East Fremantle,5009,Perth,3.1385685797
507021165,Fremantle,5009,Perth,29.2194751846
507021166,Fremantle - South,5009,Perth,7.3034468122
507021167,O'Connor (WA),5009,Perth,1.6688607152
507031168,Anketell - Wandi,5000,Not in any Significant Urban Area (WA),26.0683237105
507031169,Bertram - Wellard (West),5009,Perth,12.4481737416
507031170,Calista,5009,Perth,15.1380171951
507031171,Casuarina - Wellard (East),5009,Perth,17.0200499317
507031172,Hope Valley - Postans,5009,Perth,24.7951528272
507031173,Kwinana Industrial,5009,Perth,16.7145236299
507031174,Parmelia - Orelia,5009,Perth,7.8276634347
507041175,Applecross - Ardross,5009,Perth,5.4280155301
507041176,Bateman,5009,Perth,1.9559622969
507041177,Bicton - Palmyra,5009,Perth,6.3214538779
507041178,Booragoon,5009,Perth,6.7890821653
507041179,Bull Creek,5009,Perth,4.1592518941
507041180,Leeming,5009,Perth,6.6875130021
507041181,Melville,5009,Perth,7.8836780863
507041182,Murdoch - Kardinya,5009,Perth,8.6458970222
507041183,Willagee,5009,Perth,2.0885529153
507041184,Winthrop,5009,Perth,3.4790275809
507051185,Baldivis,5009,Perth,141.0304482005
507051186,Cooloongup,5009,Perth,4.9903463629
507051187,Port Kennedy,5009,Perth,21.1668798124
507051188,Rockingham,5009,Perth,35.7081074689
507051189,Rockingham Lakes,5009,Perth,21.0342824954
507051190,Safety Bay - Shoalwater,5009,Perth,7.1923130321
507051191,Singleton - Golden Bay - Secret Harbour,5009,Perth,14.5353512131
507051192,Waikiki,5009,Perth,5.7832533049
507051193,Warnbro,5009,Perth,5.6428186178
508011194,Esperance,5000,Not in any Significant Urban Area (WA),479.8549081659
508011195,Esperance Region,5000,Not in any Significant Urban Area (WA),55408.2571470306
508021196,Carnarvon,5000,Not in any Significant Urban Area (WA),78.1790097361
508021197,Exmouth,5000,Not in any Significant Urban Area (WA),134986.0032994230
508031198,Boulder,5007,Kalgoorlie - Boulder,13.0841054238
508031199,Kalgoorlie,5007,Kalgoorlie - Boulder,23.4942537644
508031200,Kalgoorlie - North,5007,Kalgoorlie - Boulder,31.0653219011
508031201,Kalgoorlie Airport,5007,Kalgoorlie - Boulder,7.4495153888
508031202,Kambalda - Coolgardie - Norseman,5000,Not in any Significant Urban Area (WA),217989.9378907710
508031203,Leinster - Leonora,5000,Not in any Significant Urban Area (WA),496740.6034731890
508031204,Trafalgar (WA),5000,Not in any Significant Urban Area (WA),27.6121955605
508041205,Broome,5002,Broome,50.0427223305
508041206,Derby - West Kimberley,5000,Not in any Significant Urban Area (WA),110883.5745188470
508041207,Halls Creek,5000,Not in any Significant Urban Area (WA),135357.5522994960
508041208,Kununurra,5000,Not in any Significant Urban Area (WA),117663.7860170960
508041209,Roebuck,5000,Not in any Significant Urban Area (WA),55602.8925892417
508051210,Geraldton,5006,Geraldton,21.2287542686
508051211,Geraldton - East,5006,Geraldton,80.7778532455
508051212,Geraldton - North,5006,Geraldton,142.7900727142
508051213,Geraldton - South,5006,Geraldton,25.8799748380
508051214,Irwin,5000,Not in any Significant Urban Area (WA),2371.9612814804
508051215,Meekatharra,5000,Not in any Significant Urban Area (WA),414505.9582158780
508051216,Morawa,5000,Not in any Significant Urban Area (WA),23462.5442710808
508051217,Northampton - Mullewa - Greenough,5000,Not in any Significant Urban Area (WA),26218.6987215523
508061218,Ashburton (WA),5000,Not in any Significant Urban Area (WA),100970.0575987780
508061219,East Pilbara,5000,Not in any Significant Urban Area (WA),389540.9164786790
508061220,Karratha,5008,Karratha,134.2034798093
508061221,Newman,5000,Not in any Significant Urban Area (WA),17.0097835705
508061222,Port Hedland,5010,Port Hedland,94.1755007633
508061223,Roebourne,5000,Not in any Significant Urban Area (WA),15101.2835149841
508061224,South Hedland,5010,Port Hedland,22.2874258936
509011225,Albany,5001,Albany,30.4587701762
509011226,Albany Region,5000,Not in any Significant Urban Area (WA),4010.1290651373
509011227,Bayonet Head - Lower King,5001,Albany,24.8707757039
509011228,Denmark,5000,Not in any Significant Urban Area (WA),1859.8979814502
509011229,Gnowangerup,5000,Not in any Significant Urban Area (WA),15018.8647100373
509011230,Katanning,5000,Not in any Significant Urban Area (WA),2646.8773476383
509011231,Kojonup,5000,Not in any Significant Urban Area (WA),8555.3573718328
509011232,Little Grove - Elleker,5001,Albany,140.6871878085
509011233,McKail - Willyung,5001,Albany,101.2019148958
509011234,Plantagenet,5000,Not in any Significant Urban Area (WA),4383.6585884643
509011235,Stirling Range National Park,5000,Not in any Significant Urban Area (WA),1121.7475355151
509021236,Chittering,5000,Not in any Significant Urban Area (WA),1219.9041228059
509021237,Cunderdin,5000,Not in any Significant Urban Area (WA),6896.6427831685
509021238,Dowerin,5000,Not in any Significant Urban Area (WA),11490.2865954753
509021239,Gingin - Dandaragan,5000,Not in any Significant Urban Area (WA),9919.9310835352
509021240,Merredin,5000,Not in any Significant Urban Area (WA),9852.3546622498
509021241,Moora,5000,Not in any Significant Urban Area (WA),13541.1472613967
509021242,Mukinbudin,5000,Not in any Significant Urban Area (WA),50125.2091167790
509021243,Northam,5000,Not in any Significant Urban Area (WA),1431.2212346696
509021244,Toodyay,5000,Not in any Significant Urban Area (WA),1691.6491612477
509021245,York - Beverley,5000,Not in any Significant Urban Area (WA),4502.1107439606
509031246,Brookton,5000,Not in any Significant Urban Area (WA),7475.4179489463
509031247,Kulin,5000,Not in any Significant Urban Area (WA),28605.8879923487
509031248,Murray,5000,Not in any Significant Urban Area (WA),2748.1469079721
509031249,Narrogin,5000,Not in any Significant Urban Area (WA),509.5807275799
509031250,Wagin,5000,Not in any Significant Urban Area (WA),9399.4755902960
597979799,Migratory - Offshore - Shipping (WA),5000,Not in any Significant Urban Area (WA),
599999499,No usual address (WA),5000,Not in any Significant Urban Area (WA),
601011001,Bridgewater - Gagebrook,6003,Hobart,55.8459338592
601011002,Brighton - Pontville,6003,Hobart,88.7600123745
601011003,Old Beach - Otago,6003,Hobart,31.5697452848
601021004,Bellerive - Rosny,6003,Hobart,4.7189513556
601021005,Cambridge,6003,Hobart,101.7072565397
601021006,Geilston Bay - Risdon,6003,Hobart,8.7146197570
601021007,Howrah - Tranmere,6003,Hobart,9.4108639897
601021008,Lindisfarne - Rose Bay,6003,Hobart,7.9978779776
601021009,Mornington - Warrane,6003,Hobart,8.2140792825
601021010,Risdon Vale,6003,Hobart,35.4896636708
601021011,Rokeby,6003,Hobart,15.4227040837
601021012,South Arm,6000,Not in any Significant Urban Area (Tas.),74.2671395992
601031013,Austins Ferry - Granton,6003,Hobart,27.3679806301
601031014,Berriedale - Chigwell,6003,Hobart,34.0490977409
601031015,Claremont (Tas.),6003,Hobart,17.9229138006
601031016,Derwent Park - Lutana,6003,Hobart,4.9191397650
601031017,Glenorchy,6003,Hobart,10.4594017183
601031018,Montrose - Rosetta,6003,Hobart,5.7330481219
601031019,Moonah,6003,Hobart,2.7942059099
601031020,New Norfolk,6003,Hobart,63.2634931939
601031021,West Moonah,6003,Hobart,1.7725356519
601041022,Kingston - Huntingfield,6003,Hobart,61.8207854220
601041023,Kingston Beach - Blackmans Bay,6003,Hobart,22.2734413973
601041024,Margate - Snug,6003,Hobart,146.2335288344
601041025,Mount Wellington,6000,Not in any Significant Urban Area (Tas.),90.1629695084
601041026,Taroona - Bonnet Hill,6003,Hobart,8.0164295268
601051027,Hobart,6003,Hobart,6.6162476149
601051028,Lenah Valley - Mount Stuart,6003,Hobart,9.8089767745
